pet_id,customer_id,pet_name,breed,size,age_years,life_stage,weight_lbs,allergy,activity_level,birthday_month,birthday_day
PET0989,C0788,Banjo,Australian Shepherd,medium,16.0,senior,45.1,,medium,3,9
PET0990,C0789,Bailey,Australian Shepherd,medium,7.2,senior,60.5,chicken,medium,6,7
PET0991,C0790,Scout,Pembroke Welsh Corgi,small,3.0,adult,25.3,,high,7,23
PET0992,C0791,Max,Golden Retriever,large,10.2,senior,67.9,,low,6,5
PET0993,C0792,Sophie,Rottweiler,large,3.1,adult,115.0,,medium,2,4
PET0994,C0793,Penny,Mixed Breed,medium,6.1,adult,21.3,,high,5,19
PET0995,C0794,Biscuit,Labrador,large,2.8,adult,61.4,,high,7,14
PET0996,C0795,Scout,Yorkshire Terrier,small,4.4,adult,5.6,,low,7,7
PET0997,C0796,Pickles,Mixed Breed,medium,3.4,adult,45.0,,medium,8,5
PET0998,C0796,Penny,Golden Retriever,large,13.1,senior,71.3,,high,1,12
PET0999,C0797,Olive,Beagle,small,6.5,adult,29.7,dairy,medium,5,14
PET1000,C0798,Waffles,Mixed Breed,medium,2.5,adult,40.3,,low,2,3
PET1001,C0799,Sadie,Dachshund,small,8.0,senior,27.1,chicken,high,10,13
PET1002,C0800,Sophie,Boxer,large,10.2,senior,52.0,,low,9,19
